SURF,KVD,STAR,HARRIS3D,GFTT,FAST,SIFT3D,SIFT,HARRIS6D,DENSE,NARF,ORB,MSER
0.84299999999999997,0.752,0.73899999999999999,0.65800000000000003,0.83099999999999996,0.91100000000000003,0.77300000000000002,0.63200000000000001,0.59499999999999997,0.78500000000000003,0.68300000000000005,0.68799999999999994,0.622
0.79900000000000004,0.70999999999999996,0.61799999999999999,0.59899999999999998,0.47299999999999998,0.82299999999999995,0.71899999999999997,0.373,0.55000000000000004,0.36199999999999999,0.67700000000000005,0.61899999999999999,0.54100000000000004
0.79900000000000004,0.70999999999999996,0.61799999999999999,0.59899999999999998,0.47299999999999998,0.82299999999999995,0.71899999999999997,0.373,0.55000000000000004,0.36199999999999999,0.67700000000000005,0.61899999999999999,0.54100000000000004
0.65300000000000002,0.59999999999999998,0.45200000000000001,0.54200000000000004,0.27200000000000002,0.71599999999999997,0.67100000000000004,0.27900000000000003,0.53200000000000003,0.40899999999999997,0.60199999999999998,0.503,0.42599999999999999
0.64600000000000002,0.51500000000000001,0.42199999999999999,0.57099999999999995,0.24399999999999999,0.68300000000000005,0.60699999999999998,0.27100000000000002,0.49099999999999999,0.42099999999999999,0.50800000000000001,0.50800000000000001,0.38500000000000001
0.64600000000000002,0.51500000000000001,0.42199999999999999,0.57099999999999995,0.24399999999999999,0.68300000000000005,0.60699999999999998,0.27100000000000002,0.49099999999999999,0.42099999999999999,0.50800000000000001,0.50800000000000001,0.38500000000000001
0.64300000000000002,0.56999999999999995,0.38200000000000001,0.65800000000000003,0.26900000000000002,0.68300000000000005,0.63700000000000001,0.314,0.50900000000000001,0.21299999999999999,0.46999999999999997,0.52700000000000002,0.39900000000000002
0.64300000000000002,0.56999999999999995,0.38200000000000001,0.65800000000000003,0.26900000000000002,0.68300000000000005,0.63700000000000001,0.314,0.50900000000000001,0.21299999999999999,0.46999999999999997,0.52700000000000002,0.39900000000000002
0.67500000000000004,0.59799999999999998,0.42699999999999999,0.53900000000000003,0.33200000000000002,0.72699999999999998,0.629,0.29799999999999999,0.52700000000000002,0.36299999999999999,0.47099999999999997,0.52300000000000002,0.54700000000000004
0.67500000000000004,0.59799999999999998,0.42699999999999999,0.53900000000000003,0.33200000000000002,0.72699999999999998,0.629,0.29799999999999999,0.52700000000000002,0.36299999999999999,0.47099999999999997,0.52300000000000002,0.54700000000000004
0.67500000000000004,0.61599999999999999,0.46700000000000003,0.55000000000000004,0.34399999999999997,0.73399999999999999,0.67000000000000004,0.32500000000000001,0.52300000000000002,0.39200000000000002,0.53300000000000003,0.55900000000000005,0.47299999999999998
0.624,0.60499999999999998,0.41699999999999998,0.51000000000000001,0.35099999999999998,0.70599999999999996,0.64300000000000002,0.28100000000000003,0.53600000000000003,0.39500000000000002,0.48699999999999999,0.47299999999999998,0.44600000000000001
0.624,0.60499999999999998,0.41699999999999998,0.51000000000000001,0.35099999999999998,0.70599999999999996,0.64300000000000002,0.28100000000000003,0.53600000000000003,0.39500000000000002,0.48699999999999999,0.47299999999999998,0.44600000000000001
0.65400000000000003,0.59099999999999997,0.39700000000000002,0.57399999999999995,0.379,0.72699999999999998,0.67300000000000004,0.315,0.53600000000000003,0.40000000000000002,0.45500000000000002,0.502,0.41199999999999998
0.65400000000000003,0.59099999999999997,0.39700000000000002,0.57399999999999995,0.379,0.72699999999999998,0.67300000000000004,0.315,0.53600000000000003,0.40000000000000002,0.45500000000000002,0.502,0.41199999999999998
0.66200000000000003,0.61799999999999999,0.432,0.52300000000000002,0.432,0.73999999999999999,0.65900000000000003,0.30299999999999999,0.55900000000000005,0.158,0.42899999999999999,0.51800000000000002,0.47999999999999998
0.626,0.58599999999999997,0.497,0.52900000000000003,0.45100000000000001,0.71799999999999997,0.68600000000000005,0.312,0.53600000000000003,0.318,0.42699999999999999,0.497,0.44600000000000001
0.626,0.58599999999999997,0.497,0.52900000000000003,0.45100000000000001,0.71799999999999997,0.68600000000000005,0.312,0.53600000000000003,0.318,0.42699999999999999,0.497,0.44600000000000001
0.60899999999999999,0.57099999999999995,0.41699999999999998,0.61899999999999999,0.46100000000000002,0.71599999999999997,0.65700000000000003,0.34300000000000003,0.53200000000000003,0.312,0.46600000000000003,0.48799999999999999,0.439
0.63,0.60599999999999998,0.42199999999999999,0.55300000000000005,0.45600000000000002,0.69299999999999995,0.624,0.30599999999999999,0.51400000000000001,0.29999999999999999,0.46200000000000002,0.48299999999999998,0.439
0.63,0.60599999999999998,0.42199999999999999,0.55300000000000005,0.45600000000000002,0.69299999999999995,0.624,0.30599999999999999,0.51400000000000001,0.29999999999999999,0.46200000000000002,0.48299999999999998,0.439
0.61299999999999999,0.54500000000000004,0.36699999999999999,0.56999999999999995,0.40899999999999997,0.66700000000000004,0.65000000000000002,0.26100000000000001,0.52300000000000002,0.34399999999999997,0.41399999999999998,0.432,0.45900000000000002
0.61299999999999999,0.54500000000000004,0.36699999999999999,0.56999999999999995,0.40899999999999997,0.66700000000000004,0.65000000000000002,0.26100000000000001,0.52300000000000002,0.34399999999999997,0.41399999999999998,0.432,0.45900000000000002
0.56399999999999995,0.55800000000000005,0.372,0.58699999999999997,0.37,0.63600000000000001,0.621,0.28399999999999997,0.53200000000000003,0.40999999999999998,0.42999999999999999,0.437,0.41899999999999998
0.55200000000000005,0.48999999999999999,0.33700000000000002,0.50600000000000001,0.34699999999999998,0.59499999999999997,0.60299999999999998,0.24399999999999999,0.48199999999999998,0.36499999999999999,0.35599999999999998,0.41899999999999998,0.41199999999999998
0.55200000000000005,0.48999999999999999,0.33700000000000002,0.50600000000000001,0.34699999999999998,0.59499999999999997,0.60299999999999998,0.24399999999999999,0.48199999999999998,0.36499999999999999,0.35599999999999998,0.41899999999999998,0.41199999999999998
0.53000000000000003,0.47499999999999998,0.35699999999999998,0.55800000000000005,0.36199999999999999,0.58399999999999996,0.67700000000000005,0.26200000000000001,0.505,0.187,0.374,0.40200000000000002,0.41199999999999998
0.53000000000000003,0.47499999999999998,0.35699999999999998,0.55800000000000005,0.36199999999999999,0.58399999999999996,0.67700000000000005,0.26200000000000001,0.505,0.187,0.374,0.40200000000000002,0.41199999999999998
0.53400000000000003,0.48799999999999999,0.312,0.56499999999999995,0.32600000000000001,0.61799999999999999,0.64100000000000001,0.253,0.495,0.182,0.39200000000000002,0.40899999999999997,0.33800000000000002
0.53400000000000003,0.48799999999999999,0.312,0.56499999999999995,0.32600000000000001,0.61799999999999999,0.64100000000000001,0.253,0.495,0.182,0.39200000000000002,0.40899999999999997,0.33800000000000002
0.54800000000000004,0.45100000000000001,0.32700000000000001,0.57099999999999995,0.33300000000000002,0.60599999999999998,0.64600000000000002,0.27600000000000002,0.53200000000000003,0.16600000000000001,0.40799999999999997,0.39800000000000002,0.311
0.53000000000000003,0.45100000000000001,0.30199999999999999,0.55800000000000005,0.34000000000000002,0.56799999999999995,0.57499999999999996,0.251,0.505,0.21199999999999999,0.35899999999999999,0.41599999999999998,0.34000000000000002
0.53000000000000003,0.45100000000000001,0.30199999999999999,0.55800000000000005,0.34000000000000002,0.56799999999999995,0.57499999999999996,0.251,0.505,0.21199999999999999,0.35899999999999999,0.41599999999999998,0.34000000000000002
0.48599999999999999,0.46200000000000002,0.26600000000000001,0.46100000000000002,0.34499999999999997,0.58099999999999996,0.60299999999999998,0.21199999999999999,0.49299999999999999,0.222,0.38,0.371,0.35399999999999998
0.47299999999999998,0.45000000000000001,0.246,0.5,0.30199999999999999,0.56599999999999995,0.52800000000000002,0.20499999999999999,0.39700000000000002,0.33100000000000002,0.33300000000000002,0.39000000000000001,0.29499999999999998
0.47299999999999998,0.45000000000000001,0.246,0.5,0.30199999999999999,0.56599999999999995,0.52800000000000002,0.20499999999999999,0.39700000000000002,0.33100000000000002,0.33300000000000002,0.39000000000000001,0.29499999999999998
0.48299999999999998,0.435,0.21099999999999999,0.40899999999999997,0.27800000000000002,0.54000000000000004,0.55500000000000005,0.184,0.42299999999999999,0.32700000000000001,0.29599999999999999,0.33000000000000002,0.21199999999999999
0.48299999999999998,0.435,0.21099999999999999,0.40899999999999997,0.27800000000000002,0.54000000000000004,0.55500000000000005,0.184,0.42299999999999999,0.32700000000000001,0.29599999999999999,0.33000000000000002,0.21199999999999999
